'level1';'level2';'level3';'filter0';'filter1';'Data[0]';'Data[1]';'Data[2]';'Data[3]'
'พิจิตร';'วังทรายพูน';'วังทรายพูน';'857507';'837000';'อนุบาลวังทรายพูน';'น้ำท่วมอาคารเรียน/ส้วม/
ได้รับความเสียหาย';'4 หลัง';'เทพื้น คสล.,รางระบายน้ำ คสล.,พื้นปูกระเบื้องเคลือบ'
'พิจิตร';'วังทรายพูน';'หนองพระ';'381114';'372000';'ชุมชนวัดหนองลากฆ้อน';'น้ำท่วมขังอาคารเรียนได้รับ
ความเสียหาย';'3 หลัง';'เทพื้น คสล.,พื้นปูกระเบื้องเคลือบ'
'พิจิตร';'โพธิ์ประทับช้าง';'เนินสว่าง';'1023476';'999000';'บ้านเนินพลวงวิทยา';'น้ำใหลท่วมขังถนนได้รับ
ความเสียหาย';'1 แห่ง';'เทถนน คสล.'
'พิจิตร';'โพธิ์ประทับช้าง';'ทุ่งใหญ่';'1778532';'1736000';'บ้านหนองพง';'น้ำท่วมขังอาคารเรียน/ส้วมและรั้วได้รับความเสียหาย';'4 หลัง';'เทพื้น คสล.,พื้นปูกระเบื้องเคลือบ,ทาสี,เปลี่ยนบานประตูไม้สักทึบ ,รั้วคอนกรีต,ระบบไฟฟ้า'
'พิจิตร';'โพธิ์ประทับช้าง';'ทุ่งใหญ่';'1429485';'1395300';'บ้านห้วยคำตาล';'น้ำท่วมขังอาคารเรียน/ส้วม
/ถนนและสนามกีฬาได้รับ
ความเสียหาน';'2 หลัง';'ถมดิน,เทถนนคอนกรีต,พื้นปูกระเบื้องเคลือบ'
'พิจิตร';'สามง่าม';'กำแพงดิน';'1052162';'1027000';'ชุมชนบ้านกำแพงดิน';'น้ำท่วมอาคารอนเกประสงค์
/ส้วม/ถนนและสนามกีฬา
ได้รับความเสียหาย';'3 หลัง';'ทำคันดินกั้นน้ำ,ถมดิน,เทถนนคอนกรีต,เทพื้นคอนกรีต,พื้นปูกระเบื้องเคลือบ,เปลี่ยนบานประตูไม้สักทึบ'
'พิจิตร';'สามง่าม';'รังนก';'841115';'821000';'บ้านรังนก(ประชาพิทักษ์)';'น้ำท่วมขังอาคารเรียนได้รับ
ความเสียหาย';'1 หลัง';'เปลี่ยนเสา คสล.,ถมดิน,เทพื้น คสล.,เปลี่ยนยันไดไม้ '
'พิจิตร';'เมืองพิจิตร';'ในเมือง';'1052981';'1027800';'อนุบาลพิจิตร';'น้ำท่วมขังอาคารอเนก
ประสงค์ได้รับความเสียหาย';'1 หลัง';'พื้นปูกระเบื้องเคลือบ,เทพื้น คสล.,คาน คสล.'
'พิจิตร';'เมืองพิจิตร';'ดงป่าคำ';'827796';'808000';'วัดเขารูปช้าง';'น้ำท่วมขังอาคารเรียนแลt
ถนนwfhiy[8;k,glupskp';'2 หลัง';'เปลี่ยนบานประตูไม้สักทึบ,พื้นปูกระเบื้องเคลือบ,ทาสี,เทถนนคอนกรีต,อุปกรณ์สนามเด็กเล่น'
'พิจิตร';'วังทรายพูน';'หนองปลาไหล';'770322';'751900';'บ้านคลองสะแกป่าหวาย';'น้ำท่วมรั้วโรงเรียนได้รับ
ความเสียหาย';'1 แห่ง';'รั้วคอนกรีต พร้อมเหล็กดัด'
'พิจิตร';'วังทรายพูน';'หนองพระ';'425577';'415400';'บ้านยางสามต้น';'น้ำท่วขังอาคารเรียนและ
ถนนได้รับความเสียหาย';'1 หลัง';'เทถนน คสล.,ทาสี,พื้นปูกระเบื้องเคลือบ'
'พิจิตร';'ตะพานหิน';'งิ้วราย';'373533';'364600';'วัดหาดแตงโมจันทรประเสริฐ';'น้ำท่วมขังอาคารเรียนได้รับความเสียหาย';'1 แห่ง';' -  เทพื้น  คสล.    -  ทาสีอาคารเรียน,  เปลี่ยนประตูอาคารเรียน'
'พิจิตร';'ตะพานหิน';'ไทรโรงโขน';'97328';'95000';'วัดไทรโรงโขน';'น้ำท่วมขังโรงอาหารและ
ส้วมได้รับความเสียหาย';'2 หลัง';' -  ทาสีโรงอาหาร,  ส้วม  เปลี่ยนประตูส้วม'
'พิจิตร';'ตะพานหิน';'ไผ่หลวง';'853101';'832700';'วัดคลองข่อย';'น้ำท่วมขังอาคารเรียน/
โรงฝึกงานและถนนได้รับความเสียหาย';'2 หลัง';' - เทพื้น  คสล.  ซ่อมบันได  พื้นปูกระเบื้อง  -  ถนน  คสล.'
'พิจิตร';'บางมูลนาก';'วังสำโรง';'374147';'365200';'วัดวังสำโรง';'น้ำท่วมขังสนามกีฬาได้รับ
ความเสียหาย';'1 แห่ง';' -  ถมดินสนามฟุตบอล'
'พิจิตร';'วชิรบารมี';'บ้านนา';'102450';'100000';'บ้านปลวกสูง';'น้ำท่วขังอาคารเรียน
ได้รับความเสียหาย';'1 หลัง';'พื้นปูกระเบื้องเคลือบ '
'พิจิตร';'วชิรบารมี';'หนองหลุม';'1578755';'1541000';'วัดหนองหลุม';'น้ำท่วมขังอาคารเรียน/
อาคารอเนกประสงค์ได้รับ
ความเสียหาย';'2  หลัง';'เปลี่ยนเสา คสล.,ถมดิน,เทพื้น คสล.,เปลี่ยนบันไดไม้ ฝาไม้,ทาสี,เปลี่ยนบานหน้าต่างไม้สักทึบ'
'พิจิตร';'ตะพานหิน';'ตะพานหิน';'221804';'216500';'วัดพฤกษะวันโชติการาม';'น้ำท่วมขังอาคารเรียนและ
ถนนได้รับความเสียหาย';'2 แห่ง';' -  ทาสีอาคารเรียน,  เปลี่ยนประตูอาคารเรียน  -  ถนน  คสล. -  ครุภัณฑ์  (ตู้ไม้  3  ชั้น)'
'พิจิตร';'ตะพานหิน';'ตะพานหิน';'80526';'78600';'อนุบาลตะพานหิน  (หนองพยอม)';'น้ำท่วมขังอาคารเรียน
ได้รับความเสียหาย';' 1 หลัง';' -  ทาสี,  พื้นปูกระเบื้องเคลือบ  อาคารเรียน'
'พิจิตร';'ตะพานหิน';'ห้วยเกตุ';'98250';'95900';'บ้านห้วงสลิด';'น้ำท่วมขังถนนโรงเรียนได้รับความเสียหาย';'1 แห่ง';' -  ถนน  คสล.'
'พิจิตร';'ตะพานหิน';'หนองพยอม';'343720';'335500';'วัดป่าแดง';'น้ำท่วมขังสนามกีฬาและถนน
ได้รับความเสียหาย';'2 แห่ง';' -  ถมดินสนามฟุตบอล  -  เทพื้น  คสล.  สนามฟุตซอล  สนามตะกร้อ  -  ถนน  คสล.'
'พิจิตร';'ตะพานหิน';'ดงตะขบ';'684673';'668300';'ดงตะขบราษฎร์สงเคราะห์';'น้ำท่วมขังสนามกีฬาและ
ถนนได้รับความเสียหาย';'2 แห่ง';' -  ถมดินสนามกีฬา  -  ถนน  คสล.'
'พิจิตร';'ตะพานหิน';'วังสำโรง';'374147';'365200';'วัดวังสำโรง';'น้ำท่วมขังสนามกีฬาได้รับ
ความเสียหาย';'1 แห่ง';' -  ถมดินสนามฟุตบอล'
'พิจิตร';'ตะพานหิน';'วังหลุม';'884656';'863500';'ชุมชนวังหลุมวิทยาคาร';'น้ำท่วมขังถนนได้รับความเสียหาย';'1 แห่ง';' -  ถนน  คสล.'
'พิจิตร';'ตะพานหิน';'วังหลุม';'81140';'79200';'วัดสัตตวนาราม';'น้ำท่วมขังอาคารเรียนและ
สนามหน้าโรงเรียนได้รับความเสียหาย';'2 แห่ง';' -  เปลี่ยนประตูอาคารเรียน  -  เทพื้น  คสล.  บริเวณหน้าเสาธง'
'พิจิตร';'โพทะเล';'ท่านั่ง';'472807';'461500';'วัดบ้านท่านั่ง';'น้ำท่วมขังอาคารเรียนและ
ส้วม/อเนกประสงค์ได้รับความเสียหาย';'4 แห่ง';' -  เทพื้น  คสล.  อาคารเรียน,  อาคารอเนกประสงค์  -  เทพื้น  คสล.  หอประชุม,  พื้นปูกระเบื้องเคลือบ  -  เปลี่ยนประตูส้วม'
'พิจิตร';'วชิรบารมี';'วังโมกข์';'281328';'274600';'วัดวังตะขบ';'น้ำท่วมถนนโรงเรียนได้รับ
ความเสียหาย';'1 แห่ง';'เทถนนคอนกรีต '
'พิจิตร';'ตะพานหิน';'ห้วยเกตุ';'1440754';'1406300';'วัดธงไทยยาราม';'น้ำท่วมขังอาคารเรียน/อาคารอเนกประสงค์/ส้วม/สนามกีฬาและ
ถนนได้รับความเสียหาย';' 6 หลัง';' -  ทาสีอาคารเรียน  อาคารอเนกประสงค์  -  พื้นปูกระเบื้องเคลือบอาคารเรียน  อาคารอเนกประสงค์  -  ถมดินสนามกีฬา,  เทพื้นบริเวณเรือนลูกเสือ -  เทพื้น  คสล.  สนามกีฬา  หินคลุก  ทรายหยาบ  -  ถนน  คสล.  -  ครุภัณฑ์ประจำห้องเรียน'
'พิจิตร';'ตะพานหิน';'ห้วยเกตุ';'791529';'772600';'วัดโพธิ์ลอย';'น้ำท่วมขังอาคารเรียน/ส้วม/สนามกีฬาและ
ถนนได้รับความเสียหาย';'3 หลัง';' -  เทพื้น  คสล.  สนามกีฬา  ถนน  อาคาร -  ทาสี  เปลี่ยนประตูส้วม  อาคารเรียน'
'พิจิตร';'ตะพานหิน';'คลองคูณ';'313497';'306000';'วัดคลองแขก';'น้ำท่วมขังสนามกีฬาได้รับความเสียหาย';'  1 แห่ง';' -  ถมดินสนามกีฬา'
'พิจิตร';'ตะพานหิน';'วังสำโรง';'101938';'99500';'บ้านหนองหวาย';'น้ำท่วมขังโรงอาหารและ
สนามกีฬาได้รับความเสียหาย';'2 แห่ง';' - เทพื้น  คสล.  บริเวณโรงอาหาร  -  ถมดินสนามเด็กเล่น'
'พิจิตร';'ตะพานหิน';'วังหว้า';'500776';'488800';'วัดวังหว้า';'น้ำท่วมขังถนนและบริเวณโรงเรียนได้รับความเสียหาย';'  1 แห่ง';' -  ถนน  คสล.  -  ถมดิน'
'พิจิตร';'ตะพานหิน';'ทับหมัน';'568393';'554800';'วัดทับหมัน';'น้ำท่วมขังถนนโรงเรียนได้รับความเสียหาย';'1 แห่ง';' -  ถนน  คสล.,  ถมดิน,  วางท่อระบายน้ำ'
'พิจิตร';'โพทะเล';'โพทะเล';'830665';'810800';'อนุบาลโพทะเล  "รัฐบำรุง"';'น้ำท่วมขังอาคารเรียน/
อเนกประสงค์/สนามกีฬาได้รับความ
เสียหาย';'3 หลัง';' -  เปลี่ยนประตู,  หน้าต่าง  อาคารเรียน -  เทพื้น  คสล.  หน้าเสาธง,  อาคารอเนกประสงค์'
'พิจิตร';'โพทะเล';'ท้ายน้ำ';'1075725';'1050000';'บ้านเนินโพธิ์';'น้ำท่วมขังอาคารเรียน/
อเนกประสงค์ได้รับความ
เสียหาย';'4 หลัง';' -  ถนน  คสล. -  เทพื้น  คสล.,  พื้นปูกระเบื้องเคลือบ'
'พิจิตร';'โพทะเล';'ท้ายน้ำ';'994994';'971200';'วัดบ้านท้ายน้ำ';'น้ำท่วมขังอาคารเรียน/สนามกีฬา/ถนนได้รับความเสียหาย';'2 หลัง';' -  ทาสี,  พื้นปูกระเบื้องเคลือบ  อาคารเรียน  -  ถมดิน,  ถนน  คสล.'
'พิจิตร';'โพทะเล';'ท่าเสา';'234611';'229000';'วัดบ้านหนองดง';'น้ำท่วมขังอาคารเรียน/สนามกีฬา/ถนนร้องระบายน้ำได้รับความเสียหาย';'1 หลัง';' -  ถนน,  ร่องระบายน้ำ,  สนามเปตอง  -  พื้นคอนกรีต,  พื้นปูกระเบื้องเคลือบ'
'พิจิตร';'เมืองพิจิตร';'ป่ามะคาบ';'200290';'195500';'วัดบ้านท่ามะไฟ';'น้ำท่วมขังอาคารเรียน/ถนนได้รับความเสียหาย';'2 หลัง';' -  พื้นปูกระเบื้องเคลือบอาคารเรียน  '
'พิจิตร';'โพทะเล';'โพทะเล';'200290';'195500';'วัดบ้านท่ามะไฟ';'น้ำท่วมขังอาคารเรียน/ถนนได้รับความเสียหาย';'2 หลัง';' -  พื้นปูกระเบื้องเคลือบอาคารเรียน  '
'พิจิตร';'โพทะเล';'ทะนง';'692869';'676300';'ชุมชนทะนงบ้านไร่';'น้ำท่วมขังอาคารเรียน/อเนกรปะสงค์ได้รับความเสียหาย';' 3 หลัง';' -  เปลี่ยนประตู  พื้นปูกระเบื้องเคลือบอาคาร -  ถมดินบ้านพักครู  -  เปลี่ยนเสาโรงอาหาร  เทปูนโรงรถ'
'พิจิตร';'โพทะเล';'ทะนง';'692869';'676300';'ชุมชนทะนงบ้านไร่';'น้ำท่วมขังอาคารเรียน/อเนกรปะสงค์ได้รับความเสียหาย';' 3 หลัง';' -  เปลี่ยนประตู  พื้นปูกระเบื้องเคลือบอาคาร -  ถมดินบ้านพักครู  -  เปลี่ยนเสาโรงอาหาร  เทปูนโรงรถ'
'พิจิตร';'โพทะเล';'ท่าขมิ้น';'566549';'553000';'วัดบ้านท่าขมิ้น';'น้ำท่วมขังอาคารเรียน/
สนามกีฬาได้รับความเสียหาย';'2  หลัง';' -  ทาสี,  พื้นปูกระเบื้องเคลือบ  อาคารเรียน  -  เปลี่ยนประตู  -  เทพื้น คสล.  สนามกีฬา'
'พิจิตร';'โพทะเล';'บางคลาน';'871440';'850600';'วัดคงคาราม';'น้ำท่วมขังอาคารเรียน/
อาคารอเนกประสงค์และ
ถนนได้รับความเสียหาย';'2 หลัง';' -  เทพื้น  คสล.  สนามเด็กเล่น,  ที่จอดรถ,  ถนน  -  ถมดินสนามกีฬา -  เปลี่ยนประตูอาคารเรียน'
'พิจิตร';'โพทะเล';'ท่านั่ง';'556508';'543200';'บ้านวังแดง';'น้ำท่วมขังโรงฝึกงาน/ถนนได้รับความเสียหาย';'1 หลัง';' -  ทาสี  เปลี่ยนประตู  พื้นปูกระเบื้องเคลือบ อาคารอเนกประสงค์  อาคารเรียน  ส้วม'
'พิจิตร';'โพทะเล';'ท่านั่ง';'150089';'146500';'บ้านเนินแค';'น้ำท่วมขังอาคารเรียน/
โรงอาหาร/ถนนได้รับความเสียหาย';'3 หลัง';' -  ถนน,  ทาสีรั้วโรงเรียน'
'พิจิตร';'โพทะเล';'บ้านน้อย';'883734';'862600';'ชุมชนบ้านทุ่งน้อย  "โสภณวิทยาคาร"';'น้ำท่วมขังอาคารเรียน/
ส้วม/อเนกประสงค์/ถนนได้รับความเสียหาย';'3 หลัง';' -  เทพื้น คสล.  อาคารเรียน  ถนน  โรงฝึกงาน  -  พื้นปูกระเบื้องเคลือบโรงอาหาร'
'พิจิตร';'โพทะเล';'วัดขวาง';'100196';'97800';'วัดพร้าว';'น้ำท่วมอาคารเรียน/สนาม
กีฬ่า/ถนนได้รับความเสียหาย';'1 แห่ง';' -  เทพื้น  คสล.  บริเวณหน้าอาคารเรียน  โรงรถ'
'พิจิตร';'เมืองพิจิตร';'สายคำโห้';'959342';'936400';'บ้านน้อย  "ปรึกอุทิศ"';'น้ำท่วมขังอาคารเรียน/
โรงอาหาร/ส้วมและ
ถนนได้รับความเสียหาย';'2 หลัง';' -  ทาสี,  พื้นปูกระเบื้องเคลือบ  อาคารเรียน  -  เทพื้น  คสล.  สนามกีฬา  ถนน'
'พิจิตร';'บางมูลนาก';'บางไผ่';'643898';'628500';'บางไผ่ราษฎร์สงเคราะห์';'น้ำท่วมขังอาคารเรียนและบริเวณโรงเรียนได้รับ
ความเสียหาย';'1 หลัง';' -  ถมดินบริเวณโรงเรียน -  ทาสี,  เปลี่ยนประตู,  พื้นปูกระเบื้องอาคารเรียน'
'พิจิตร';'บางมูลนาก';'หอไกร';'773702';'755200';'บำรุงราษฎร์วิทยาคม';'น้ำท่วมขังบริเวณและถนนได้รับความเสียหาย';'2 แห่ง';' -  เทพื้น  คสล.  ลานกีฬาอเนกประสงค์ -  ดีดอาคารเรียน  เปลี่ยนเสา  เทคาน'
'พิจิตร';'บางมูลนาก';'เนินมะกอก';'101426';'99000';'บ้านวังทองราษฎร์สามัคคี';'น้ำท่วมขังอาคารเรียนได้รับ
ความเสียหาย';'2 หลัง';' -  ซื้อครุภัณฑ์สำนักงาน,  ครุภัณฑ์ห้องเรียน  -  เปลี่ยนประตูส้วม,  อาคารเรียน   -  ทาสีห้องสมุด'
'พิจิตร';'บางมูลนาก';'วังตะกู';'372098';'363200';'วัดมะกอกงอ';'น้ำท่วมขังสนามกีฬาได้รับ
ความเสียหาย';'1 แห่ง';' -  เทพื้นถนน  คสล.,  ถมดินสนาม'
'พิจิตร';'บางมูลนาก';'วังตะกู';'723707';'706400';'วัดวังตะกู';'น้ำท่วมขังสนามกีฬาและถนนได้รับ
ความเสียหาย';'2 แห่ง';' -   เทพื้นถนน  คสล.  -  ถมดินสนามฟุตบอล'
'พิจิตร';'บางมูลนาก';'ลำประดา';'446989';'436300';'วัดลำประดาใต้';'น้ำท่วมขังสนามกีฬาได้รับ
ความเสียหาย';'1 แห่ง';' -  ถมดินสนามฟุตบอล,  สนามบาสเก็ตบอล'
'พิจิตร';'โพทะเล';'โพทะเล';'270570';'264100';'วัดโพทะเล';'น้ำท่วมขังโรงฝึกงาน/ถนนได้รับความเสียหาย';'1 หลัง';' -  เปลี่ยนประตู  หน้าต่างอาคารเรียน  -  เทพื้นถนน  คสล.'
'พิจิตร';'ทับคล้อ';'ทับคล้อ';'932705';'910400';'วัดป่าเรไร';'น้ำท่วมขังบริเวณโรงเรียน
/รั้ว/สนามและส้วมได้รับความเสียหาย';'1 หลัง';' -  ทำรั้วคอนกรีต-  คันดิน   -  เทพื้น  คสล.  สนามหน้าเสาธง,  ส้วม -  พื้นปูกระเบื้องเคลือบ'
'พิจิตร';'ทับคล้อ';'เขาทราย';'446989';'436300';'วัดลำประดาใต้';'น้ำท่วมขังสนามกีฬาได้รับ
ความเสียหาย';'1 แห่ง';' -  ถมดินสนามฟุตบอล,  สนามบาสเก็ตบอล'
'พิษณุโลก';'บางระกำ';'บางระกำ';'404063';'394400';'บ่อวิทยบางระกำ ';'โรงอาหาร เสียหายจากน้ำท่วม';'1 หลัง  1 แห่ง';' - โรงอาหาร  ดินถม, พื้นปูกระเบื้องเคลือบ'
'พิษณุโลก';'บางระกำ';'บางระกำ';'172833';'168700';'วัดแหลมเจดีย์ ';'พื้นปูกรเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - พื้นปูกระเบื้องเคลือบ'
'พิษณุโลก';'บางระกำ';'บางระกำ';'167301';'163300';'วัดวังเป็ด ';'พื้นปูกรเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - ถนนลาดยาง , ดินถม , พื้นปูกระเบื้องเคลือบ,ทาสี'
'พิษณุโลก';'บางระกำ';'บางระกำ';'381421';'372300';'บ้านตะโม่ประชาสรรค์  ';'พื้นปูกรเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - ดินถม , ทาสีน้ำมัน , ถนนลาดยาง'
'พิษณุโลก';'บางระกำ';'ท่านางงาม';'1423645';'1389600';'บ้านกรุงกรัก ';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';' - อาคารเรียนทาสีน้ำ , กระเบื้องปูพื้น'
'พิจิตร';'บางมูลนาก';'ภูมิ';'589805';'575700';'ชุมชนภูมิวิทยา';'น้ำท่วมขังอาคารเรียนได้รับ
ความเสียหาย';'1 หลัง';' -  เทพื้น  คสล.  อาคารเรียน,  '
'พิจิตร';'ทับคล้อ';'ทับคล้อ';'62699';'61200';'วัดเขาส้าน';'น้ำท่วมขังบริเวณโรงเรียน
ได้รับความเสียหาย';'1 แห่ง';' -  ถมดินบริเวณโรงเรียน'
'พิจิตร';'ทับคล้อ';'ท้ายทุ่ง';'197011';'192300';'วัดน้ำเคือง';'น้ำท่วมขังถนนโรงเรียน
ได้รับความเสียหาย';'1 แห่ง';' -  เทพื้นถนน  คสล.'
'พิษณุโลก';'บางระกำ';'บางระกำ';'404063';'394400';'บ่อวิทยบางระกำ ';'โรงอาหาร เสียหายจากน้ำท่วม';'1 หลัง  1 แห่ง';' - โรงอาหาร  ดินถม, พื้นปูกระเบื้องเคลือบ'
'พิษณุโลก';'บางระกำ';'บางระกำ';'525773';'513200';'วัดโพธิ์ทองเจริญผล';'อาคารเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - บานประตู-หน้าต่าง ,ทาสี,ถมดิน'
'พิษณุโลก';'บางระกำ';'บางระกำ';'462767';'451700';'วัดยางแขวนอู่ ';'อารคาร พื้นคอนกรีต น้ำท่วมเสียหาย';'1 แห่ง';' - บานประตูไม้ , พื้นคอนกรีต'
'พิษณุโลก';'บางระกำ';'ปลักแรด';'122940';'120000';'วัดดงโคกขาม';'บริเวณรอบโรงเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - ดินถม'
'พิษณุโลก';'บางระกำ';'วังอิทก';'534994';'522200';' วัดวังอิทก ';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';' - อาคารเรียน(ยกพื้น) , คันกั้นน้ำ'
'พิษณุโลก';'บางระกำ';'ชุมแสงสงคราม';'287372';'280500';'บ้านตระแบกงาม';'รางระบายน้ำ พื้นปูกระเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - ดินถม,พื้นปูกระเบื้องเคลือบ,รางระบายน้ำคอนกรีต'
'พิษณุโลก';'บางระกำ';'ชุมแสงสงคราม';'743377';'725600';' วัดวังแร่';'ถนน ระบบไฟฟ้า น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';' - ถนนคอนกรีต   - ระบบไฟฟ้าและติดตั้งหม้อแปลงไฟฟ้า - ระบบประปาอาคารเรียน สปช.105/29'
'พิษณุโลก';'บางระกำ';'บ่อทอง';'881070';'860000';' วัดดอนอภัย ';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';' - อาคารเรียน(ยกพื้น)'
'พิษณุโลก';'บางระกำ';'คุยม่วง';'124989';'122000';'บ้านเรียงกระดก  ';'พื้นปูกรเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - ดินถม , พื้นปูกระเบื้องเคลือบ'
'พิษณุโลก';'บางระกำ';'คุยม่วง';'435413';'425000';'วัดคุยขวาง';'อารคาร พื้นคอนกรีต น้ำท่วมเสียหาย';'1 แห่ง';' - บานประตูไม้ ,ดินถม,พื้นปูกระเบื้องเคลือบ,ทาสี'
'พิษณุโลก';'บางระกำ';'บางระกำ';'602508';'588100';'บ้านคุยยาง  ';'พื้นปูกรเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - พื้นปูกระเบื้องเคลือบ , ถนนลาดยาง'
'พิษณุโลก';'บางระกำ';'ปลักแรด';'1118959';'1092200';'บ้านปลักแรด ';'ถนน น้ำท่วมเสียหาย';'1 แห่ง';' - พื้นหินขัดเงาเรียบ,ถนนราดยาง'
'พิษณุโลก';'บางระกำ';'วังอิทก';'107880';'105300';'วัดกลางสุริยวงศ์';'พื้น คสล. อาคารเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - บานประตู ,พื้น คสล. ,ทาสี'
'พิษณุโลก';'บางระกำ';'ชุมแสงสงคราม';'715511';'698400';'บ้านหนองแพงพวย ';'พื้น คสล. น้ำท่วมเสียหาย';'1 แห่ง';' - ทาสี, พื้น คสล., คันดิน'
'พิษณุโลก';'บางระกำ';'ชุมแสงสงคราม';'821956';'802300';' วัดพรหมเกษร ';'ถนน พื้นปูกระเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - พื้นปูกระเบื้อง,ถนนคอนกรีต,ดินถม'
'พิษณุโลก';'บางระกำ';'ชุมแสงสงคราม';'454571';'443700';'วัดหนองพะยอม  ';'อาคารเรียน ถนน น้ำท่วมเสียหาย';'1 แห่ง';' - ถนนคอนกรีต,กระเบื้องพื้น-ผนัง,บานประตูไม้,ทาสี'
'พิษณุโลก';'บางระกำ';'ชุมแสงสงคราม';'517987';'505600';' วัดห้วงกระได';'อาคารเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - ทาสี,บานประตู-หน้าต่าง,พื้นปูกระเบื้องเคลือบ,ดินถม'
'พิษณุโลก';'บางระกำ';'ท่านางงาม';'504156';'492100';' บ้านท่านางงาม ';'ถนน อาคารเรียน           น้ำท่วมเสียหาย';'1 แห่ง';' - ถนน คสล.,บานประตู-หน้าต่าง ,ทาสี'
'พิษณุโลก';'บางระกำ';'คุยม่วง';'160129';'156300';'วัดคุยม่วง ';'อาคารเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - พื้นปูกระเบื้องเคลือบ ,ฝ้าเพดาน'
'พิษณุโลก';'บางระกำ';'คุยม่วง';'225697';'220300';' วัดหนองขานาง';'อาคารเรียน น้ำท่วมเสียหาย';'1 แห่ง';' - ทาสี, บานประตู-หน้าต่าง'
'มหาสารคาม';'โกสุมพิสัย';'หัวขวาง';'436437';'426000';'บ้านศรีสุข';'พื้นคอนกรีต อาคารเรียน อาคารอเนกประสงค์ น้ำท่วมเสียหาย';'1 หลัง';'อาคารอเนกประสงค์ แบบ สปช.202/261. เทพื้นคอนกรี่ตเสริมเหล็ก (10x12x0.10 ม.)2.พื้นปูกระเบื้องเคลือบขนาด 12x12 นิ้ว3. เปลี่ยนประตูเหล็กม้วนบานทึบ ขนาด 3.5x2.7 ม.4. ทาสีอาคารอาคารเรียน แบบ สปช.102/26 (จำนวน 2 ห้องเรียน)1. เทพื้นคอนกรีตเสริมเหล็ก2. พื้นปูกระเบื้องเคลือบ ขนาด 12x12 นิ้ว3. เปลี่ยนประตูบานทึบไม้เนื้อแข็ง ขนาด 1.00x2.00 ม.4. ทาสีอาคารส้วมแบบ สปช.602/26 จำนวน 4 ที่1.เปลี่ยนโถส้วมแบบนั่งยอง มีฐาน ราดน้ำ2.พื้นปูกระเบื้องเคลือบขนาด6x6นิ้ว3. เปลี่ยนประตูบานทึบไม้เนื้อแข็ง ขนาด0.80x2.00ม.'
'มหาสารคาม';'โกสุมพิสัย';'หนองบัว';'829435';'809600';'บ้านกอกหนองผือ';'สนามวอลเลย์บอล อาคารอเนประสงค์ พื้นคอนกรีต น้ำท่วมเสียหาย';'1 แห่ง';'รั้วคอนกรีต1.รั้วคอนกรีตบล๊อกสูง 6 ก้อน ยาว 80 เมตรอาคารอเนกประสงค์ สปช.202/291.พื้นคอนกรีตและกระเบื้องเคลือบอาคารจำนวน 224 ตารางเมตรสนามวอลเลย์บอล1.เทพื้นคอนกรีต คสล. ขนาด 13x23 ม.1.เทพื้นคอนกรีต คสล. ขนาด 13x23 ม.'
'มหาสารคาม';'โกสุมพิสัย';'หนองบอน';'768375';'750000';'บ้านท่าเดื่อ';'ถนน บริเวณพื้นโดยรอบ น้ำท่วมเสียหาย';'1 แห่ง';'ซ่อมแซมถนน  - ปูพื้นถนนหรือทางเท้าปูบล๊อคหนา 10 ซมอาคาร ป.2 ฉ.สูง  - ปูพื้นกระเบื้องเคลือบ 8 นิ้ว x 8 นิ้วซ่อมแซมรั้วคอนกรีต  -รั้วคอนกรีตบล๊อกสูง 4 ก้อน'
'มหาสารคาม';'โกสุมพิสัย';'หนองบอน';'398531';'389000';'บ้านหนองบอนหัวหนองเหล่ายาว';'อาคารเรียน อาคารประกอบ ส้วม น้ำท่วมเสียหาย';'1 หลัง';'ส้วมแบบ สปช.601/26 สร้างปี พ.ศ.2523 1.เปลี่ยนกระเบื้องมุงหลังคารอน 2.สีทาภายใน-ภายนอกของส้วมส้วมแบบสปช.601/26 สร้างปี พ.ศ.2539 1.เปลี่ยนกระเบื้องมุงหลังคารอน 2.สีทาภายใน-ภายนอกของส้วมอาคารอเนกประสงค์แบบ สปช.205/26 กว้าง 14 ม. ยาว 36 ม.1. ดิน2. ทราย3. หิน4. ปูน5. อิฐ6.วัสดุ7. กระเบื้องปูพื้น8. สี9. ประตู สูง 3 ม. กว้าง 2 เมตร'
