'level1';'level2';'level3';'filter0';'filter1';'Data[0]';'Data[1]';'Data[2]';'Data[3]'
'อุบลราชธานี';'ม่วงสามสิบ';'หนองฮาง';'440535';'430000';'บ้านดอนประทาย';'ถนน ห้องน้ำ น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';'ถนนทางเข้าภายใน ร.ร.   ปรับพื้นห้องน้ำ'
'อุบลราชธานี';'ม่วงสามสิบ';'นาเลิง';'338085';'330000';'บ้านหนองบัวดอนส้มป่อย';'ถนน น้ำท่วมเสียหาย';'1 แห่ง';'ถนนภายในโรงเรียน'
'อุบลราชธานี';'พิบูลมังสาหาร';'โพธิ์ศรี';'163715';'159800';'บ้านโพธิ์ศรี';'ถนน พื้นกระเบื้อง น้ำท่วมเสียหาย';'1 แห่ง';' - ถนนคอนกรีต ขนาด    4x40 ม.
 - ปูพื้นกระเบื้องพุทธสถาน    72 ตร.ม.'
'อุบลราชธานี';'พิบูลมังสาหาร';'โพธิ์ศรี';'51225';'50000';'บ้านหนองโพธิ์';'รั้วคอนกรีต น้ำท่วมเสียหาย';'1 แห่ง';' - ซ่อมรั้วคอนกรีตยาว 60 ม.
    สูง 2.50 ม.'
'ปราจีนบุรี';'กบินทร์บุรี';'เมืองเก่า';'944384';'921800';'กบินทร์บุรี';'ถนน น้ำท่วมเสียหาย';'1 แห่ง';'ถนนคอนกรีตเสริมเหล็ก ถมดินลูกรัง'
'ปราจีนบุรี';'นาดี';'สำพันตา';'1248456';'1218600';'มณีเสวตรอุปถัมภ์';'ถนน น้ำท่วมเสียหาย';'1 แห่ง';'ซ่อมแซมและปรับพื้นถนน'
'อุบลราชธานี';'ตระการพืชผล';'ห้วยฝ้ายพัฒนา';'51225';'50000';'บ้านดอนตะลี';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';'อาคารเรียน ป 1 ซ.
  - ปูพื้นกระเบื้องเคลือบขนาด    12x12 นิ้ว 56 ตร.ม.อาคารเรียน สปช. 105/29 - ปูพื้นกระเบื้องเคลือบขนาด    12x12 นิ้ว 52 ตร.ม.'
'อุบลราชธานี';'วารินชำราบ';'วารินชำราบ';'404370';'394700';'บ้านหาดสวนยา';'อาคารเรียน อาคารอเนกประสงค์ ส้วม สนาม น้ำท่วมเสียหาย';'1 หลัง';' -ปรับปรุงซ่อมแซมอาคาร ป.1ซ.เทพื้น 162 ตรม.ปูพื้นกระเบื้อง 108 ตรม. สปช.105/26 เทพื้น 245 ตรม. ปูพื้น 162 ตรม.
ปรับปรุงซ่อมแซมอาคาร สปช.202/26 เปลี่ยนประตูเหล็กม้วน 2 ชุด / ประตูรั้ว 2 ด้าน/ถนนคอนกรีตกว้าง 4 ม.ยาว 150 ม.'
'อุบลราชธานี';'วารินชำราบ';'วารินชำราบ';'204900';'200000';'บ้านกุดปลาขาว';'พื้นกระเบื้อง อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';'ปรับปรุงซ่อมแซมอาคาร ป.1ซ ปูพื้นกระเบื้อง 210 ตรม. / สปช.202/26 เปลี่ยนประตูเหล็ก ปูพื้นกระเบื้อง 120 ตรม.'
'อุบลราชธานี';'วารินชำราบ';'หนองกินเพล';'409800';'400000';'บ้านหนองกินเพล';'อาคารประกอบ โรงอาหาร ชำรุด ถมดิน';'1 หลัง  1 แห่ง';'ปรับปรุงซ่อมแซมอาคารโรงอาหาร ถมดินปรับระดับ ปูพื้นกระเบื้อง 270 ตรม., ถมดินปรับพื้นสนาม 4,500 ตรม.'
'อุบลราชธานี';'วารินชำราบ';'หนองกินเพล';'204900';'200000';'บ้านคูสว่าง';'รั้วลวดตาข่ายฐานรากไม่มีเสาเข็ม น้ำท่วมเสียหาย';'1 แห่ง';'รั้วลวดตาข่ายฐานรากไม่มีเสาเข็ม ความยาว 95 เมตร'
'อุบลราชธานี';'วารินชำราบ';'หนองกินเพล';'182976';'178600';'บ้านกุดชุม';'ถนน น้ำท่วมเสียหาย';'1 แห่ง';'ถนนคอนกรีตเสริมเหล็ก (หนา0.12 ม. กว้าง 4 ม. ยาว 104 ม.)'
'อุบลราชธานี';'ตาลสุม';'ตาลสุม';'51225';'50000';'บ้านดอนตะลี';'อาคารเรียน น้ำท่วมเสียหาย';'1 หลัง';'อาคารเรียน ป 1 ซ.
  - ปูพื้นกระเบื้องเคลือบขนาด    12x12 นิ้ว 56 ตร.ม.อาคารเรียน สปช. 105/29 - ปูพื้นกระเบื้องเคลือบขนาด    12x12 นิ้ว 52 ตร.ม.'
'ปราจีนบุรี';'กบินทร์บุรี';'กบินทร์';'402833';'393200';'กบินทร์วิทยา';'ถนน น้ำท่วมเสียหาย';'1 แห่ง';'ปรับปรุงถนน'
'ปราจีนบุรี';'กบินทร์บุรี';'วังดาล';'461025';'450000';'วังดาลวิทยาคม';'กำแพง ถนน โรงรถ น้ำท่วมเสียหาย';'1 แห่ง';'บ่อน้ำดื่มน้ำใช้สีกำแพงโรงเรียนซ่อมแซมถนนทางเข้าโรงเรียนปรับพื้นโรงรถทาสีภายนอกอาคาร'
'ปราจีนบุรี';'บ้านสร้าง';'บ้านสร้าง';'3804173';'3713200';'ชิตใจชื่น';'บ้านพักครู สนาม ส้วม น้ำท่วมเสียหาย';'1 หลัง  1 แห่ง';'ซ่อมแซมสนามโรงเรียนซ่อมแซมอาคารชั่วคราวซ่อมแซมบ้านพักครูซ่อมแซมโรงฝึกงานซ่อมแซมอาคารเรียนซ่อมแซมห้องน้ำห้องส้วมครูซ่อมแซมอาคารเอนกประสงค์'
'ปราจีนบุรี';'บ้านสร้าง';'กระทุ่มแพ้ว';'276205';'269600';'กระทุ่มแพ้ววิทยา';'สนามกีฬาฟุตบอล น้ำท่วมเสียหาย';'1 แห่ง';'ถมดินพื้นที่แปลงเกษตร  ถมดินพื้นที่สนามกีฬาฟุตบอล'
'ปราจีนบุรี';'ประจันตคาม';'ประจันตคาม';'792861';'773900';'ประจันตราษฎร์บำรุง';'สนามฟุตบอล ถนน น้ำท่วมเสียหาย';'1 แห่ง';'ถมดินสนามฟุตบอล ปรับปรุงต่อเติมรางระบายน้ำแบบมีฝาปิดเทคอนกรีตเสริมเหล็กปรับถมดินแปลงเกษตรปรับถมดินเทคอนกรีตเสริมเหล็กถนนบ้านพัก'
